track_name,artist(s)_name,released_year,released_month,released_day,streams,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%,album_art_url
Softcore,The Neighbourhood,2018,3,9,599770206,57,36,58,5,15,3,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40
Super Gremlin,Kodak Black,2021,10,30,342779426,83,11,41,0,36,14,https://i.scdn.co/image/ab67616d0000b2735340631eca6f127d094545c9
Volv,"Aventura, Bad Bunny",2021,8,3,673801126,73,79,86,42,7,18,https://i.scdn.co/image/ab67616d0000b27312bcec4f18ee130369ce170c
Todo De Ti,Rauw Alejandro,2020,11,2,1168642797,81,57,63,40,10,4,https://i.scdn.co/image/ab67616d0000b273d9525f27b0a9e25b1fa21230
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",2019,8,30,540539717,58,44,60,44,5,6,https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,11,5,383550148,63,85,62,6,35,4,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",2020,3,13,530511203,77,40,47,2,9,3,https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71
Every Angel is Terrifying,The Weeknd,2022,1,7,37307967,44,52,94,11,4,29,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Tacones Rojos,Sebastian Yatra,2021,10,22,510876816,75,93,86,8,14,3,https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",2021,3,19,1445941661,63,49,68,38,42,18,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431
Dakiti,"Bad Bunny, Jhay Cortez",2020,10,30,1763363713,73,14,57,40,11,5,https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2021,12,29,374191487,66,76,82,47,10,32,https://i.scdn.co/image/ab67616d0000b2735bddce84bc8f03ac82c988d4
L  ,Stromae,2022,1,9,108809090,56,58,55,35,23,11,https://i.scdn.co/image/ab67616d0000b273e742841accccf949d7af1b75
Nost  l,"Chris Brown, Rvssian, Rauw Alejandro",2021,9,8,436695353,73,60,85,17,24,5,
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",2021,9,24,421040617,72,67,68,0,14,4,https://i.scdn.co/image/ab67616d0000b2736b742298f7f36717855c4caf
Life Goes On,Oliver Tree,2020,7,17,501541661,70,57,49,19,12,8,https://i.scdn.co/image/ab67616d0000b2731c5a484110522f2b9c7038cc
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",2021,9,16,354065229,86,31,53,43,11,6,
Butter,BTS,2021,5,21,1143647827,79,70,36,0,6,11,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",2022,1,7,311395144,77,49,42,1,13,19,
You Right,"Doja Cat, The Weeknd",2021,6,24,672656250,83,44,62,2,8,6,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
deja vu,Olivia Rodrigo,2021,4,1,1256880657,44,22,60,61,42,9,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
Dynamite,BTS,2020,8,21,1692897992,75,74,77,1,9,10,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5
TO THE MOON,Jnr Choi,2021,11,5,245095641,74,39,65,5,11,35,https://i.scdn.co/image/ab67616d0000b2739af8418ffb638b3306a07714
Lost in the Fire,"The Weeknd, Gesaffelstein",2019,1,11,686734357,66,18,68,9,12,4,https://i.scdn.co/image/ab67616d0000b273030e6a4145500730450e8794
Salimo de Noche,"Trueno, Tiago pzk",2021,10,21,261414174,67,78,63,29,12,5,
Volando - Remix,"Sech, Bad Bunny, Mora",2021,7,8,610045621,66,63,69,21,11,7,
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,3,5,1115880852,59,72,62,18,9,3,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",2021,9,3,594482982,85,22,37,13,7,30,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f
Don't Be Shy,"Ti  sto, Kar",2021,8,1,566954746,77,51,79,20,26,6,
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1970,1,1,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,53,75,69,7,17,3,https://i.scdn.co/image/ab67616d0000b2739a0011cc9d31cf969b656905
LA FAMA (with The Weeknd),"The Weeknd, ROSAL ",2021,11,11,374706940,77,82,30,95,13,5,
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",2021,11,19,184937148,59,56,63,12,6,36,
Phantom Regret by Jim,The Weeknd,2022,1,7,31959571,46,23,48,75,14,4,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Dos Oruguitas,Sebastian Yatra,2021,11,19,167076418,42,47,36,76,9,5,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229
Freaks,Surf Curse,2015,5,10,824420218,35,41,94,0,5,5,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f
Acapulco,Jason Derulo,2021,9,1,363467642,77,51,79,5,16,5,https://i.scdn.co/image/ab67616d0000b2738544aa5ba43894b7103ec757
Daddy Issues,The Neighbourhood,2015,10,30,1127468248,59,33,52,7,12,3,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685
thought i was playing,"21 Savage, Gunna",2022,1,7,60680939,68,29,73,0,7,7,
ELEVEN,IVE,2021,12,1,247737946,83,59,73,6,5,11,https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2020,7,24,1699402402,70,76,72,22,27,4,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2021,11,19,154797871,72,54,71,26,10,4,
DANCE CRIP,Trueno,2021,11,17,198883004,86,86,79,11,8,9,https://i.scdn.co/image/ab67616d0000b2732ccbe28be97225ae844bef55
Miserable Man,David Kushner,2022,1,7,124407432,63,31,35,93,29,3,https://i.scdn.co/image/ab67616d0000b273e3884b7043aa68c264faff71
happier,Olivia Rodrigo,2021,5,21,850608354,39,36,45,81,8,13,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
Praise God,Kanye West,2021,8,29,376333030,80,21,55,1,26,17,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd
Get Into It (Yuh),Doja Cat,2021,6,25,516784627,91,79,66,32,9,16,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
Before You Go,Lewis Capaldi,2019,11,1,1608045237,45,19,60,63,9,6,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4
Sky,Playboi Carti,2020,12,25,506778838,79,56,91,26,13,21,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb
Rolling in the Deep,Adele,2010,11,29,1472799873,73,52,76,13,5,3,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300
Sobrio,Maluma,2021,7,8,513643924,76,63,77,14,15,22,https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27
Peru,"Ed Sheeran, Fireboy DML",2021,12,23,261286503,96,71,42,57,8,9,
favorite crime,Olivia Rodrigo,2021,5,21,783706581,40,19,29,86,34,4,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
Thunder,"Prezioso, Gabry Ponte, LUM!X",2021,5,7,422691058,67,40,90,3,34,6,
The Business,Ti ,2020,1,1,1062345656,80,24,62,41,11,23,https://i.scdn.co/image/ab67616d0000b2730b058e234c79b63dc525bcce
positions,Ariana Grande,2020,10,23,1252563873,73,66,80,44,9,12,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605
I WANNA BE YOUR SLAVE,M  ne,2021,3,19,851070493,75,96,61,0,18,4,
Vai L   Em Casa ,"Mar  lia Mendon  a, George Henrique &",2021,10,22,263894529,46,62,83,53,97,28,
The Feels,TWICE,2021,10,1,345903614,81,92,90,9,8,7,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82
HEARTBREAK ANNIVERSARY,Giveon,2020,2,21,951637566,61,59,46,56,13,5,https://i.scdn.co/image/ab67616d0000b2733317fc12f8b9a9a0b8459766
No Lie,"Sean Paul, Dua Lipa",2016,11,18,956865266,74,45,89,5,26,13,https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",2021,8,13,427486004,79,79,84,2,5,5,
Pope Is a Rockstar,SALES,2016,4,20,156658366,73,31,45,85,11,3,https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa
2055,Sleepy hallow,2021,4,14,624515457,78,65,52,46,12,31,https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1
Bored,Billie Eilish,2017,3,30,777765388,60,11,33,90,8,5,https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c
Happier Than Ever - Edit,Billie Eilish,2021,7,28,412795151,45,12,57,7,23,3,https://i.scdn.co/image/ab67616d0000b27331aa3ebe23f59778bff800c9
Astronaut In The Ocean,Masked Wolf,2019,1,1,1138474110,78,47,70,18,15,9,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f
Ley Seca,"Anuel Aa, Jhay Cortez",2021,9,2,355219175,76,58,84,10,13,10,
Every Summertime,NIKI,2021,8,10,290228626,63,76,67,38,6,4,https://i.scdn.co/image/ab67616d0000b273e81fd3b9a7230db447f38182
Talking To The Moon,Bruno Mars,2010,10,4,1062956628,52,7,61,51,11,3,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b
you broke me first,Tate McRae,2020,4,17,1180094974,64,8,37,79,9,5,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4
The Nights,Avicii,2014,1,1,1456081449,53,66,85,2,24,4,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad
Take My Breath,The Weeknd,2021,8,6,432702334,75,53,74,2,11,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",2021,9,3,489945871,80,33,60,0,32,14,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f
C  ,Rauw Alejandro,2021,6,25,465959382,77,26,63,58,11,5,https://i.scdn.co/image/ab67616d0000b273d9525f27b0a9e25b1fa21230
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",2021,10,27,1223481149,73,54,74,23,41,23,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13
Dance Monkey,Tones and I,2019,5,10,2864791672,82,54,59,69,18,10,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169
Lucid Dreams,Juice WRLD,2017,6,15,2288695111,44,22,48,38,33,24,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4
Qu   M ,"J Balvin, Maria Becerra",2021,1,28,720825549,89,77,82,3,17,11,https://i.scdn.co/image/ab67616d0000b2731da4757b2c965fd3bbfa551b
All of Me,John Legend,2013,8,1,2086124197,42,33,26,92,13,3,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78
Smells Like Teen Spirit - Remastered 2021,Nirvana,1991,9,10,1690192927,52,73,91,0,11,7,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056
Arcade,Duncan Laurence,2019,3,7,991336132,45,27,33,82,14,4,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b
Fair Trade (with Travis Scott),"Drake, Travis Scott",2021,9,3,593917618,67,29,47,5,22,26,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f
Bar,"Tini, L-Gante",2021,11,11,200972675,52,68,69,13,33,8,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
The Rumbling (TV Size),SiM,2022,1,10,71014967,41,65,88,0,26,5,https://i.scdn.co/image/ab67616d0000b2735d2f378be5d973ad504456d7
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2021,8,27,560222750,71,14,61,1,23,33,
Mr. Brightside,The Killers,2003,9,23,1806617704,35,24,93,0,10,8,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
Blessed-Cursed,ENHYPEN,2022,1,10,77337771,60,40,89,9,60,6,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",2021,6,24,528544703,74,79,66,11,8,16,
Streets,Doja Cat,2019,11,7,865640097,75,19,46,21,34,8,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b
Shallow,"Lady Gaga, Bradley Cooper",2018,9,27,2159346687,57,30,40,38,26,3,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342
Polaroid Love,ENHYPEN,2022,1,10,211372494,74,65,67,46,36,4,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2021,4,28,651732901,72,67,72,0,13,4,https://i.scdn.co/image/ab67616d0000b273ae40468931087f78919b86ce
Permission to Dance,BTS,2021,7,9,608334048,70,65,74,1,34,4,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",2021,1,15,863756573,82,80,86,1,30,13,https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5
RAPSTAR,Polo G,2021,4,9,797402345,79,44,54,41,13,24,https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b
'Till I Collapse,"Eminem, Nate Dogg",2002,5,26,1695712020,55,10,85,7,8,20,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
Memories,Maroon 5,2019,9,20,1759567999,77,60,32,84,8,5,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tav  rez, Sech, Dalex, Dimelo Flow, Rich Music",2021,8,12,223319934,56,61,76,10,14,11,
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2022,1,7,54937991,90,74,54,16,13,28,https://i.scdn.co/image/ab67616d0000b27314d91ebdd6d7e2931322cc1a
When I   m Gone (with Katy ,"Katy Perry, Alesso",2021,12,29,226897599,69,70,89,4,49,3,
Esque  a-Me Se For C,"Mar  lia Mendon  a, Maiara &",2021,10,14,258316038,80,62,69,28,13,7,
Mi  n,"Tini, Maria Becerra",2021,4,29,596152090,85,92,54,16,29,7,
S  ,"Anuel Aa, Myke Towers, Jhay Cortez",2021,11,18,177129919,63,75,75,17,11,8,https://i.scdn.co/image/ab67616d0000b273e3cfdfabade8028d46c1297a
MAMIII,"Karol G, Becky G",2022,2,10,716591492,84,90,70,9,14,8,
Still D.R.E.,"Dr. Dre, Snoop Dogg",1999,1,1,1210599487,81,53,78,18,6,24,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5
Stay Alive (Prod. SUGA of BTS),Jung Kook,2022,2,11,246376690,51,50,76,30,10,7,https://i.scdn.co/image/ab67616d0000b2738916a2bb404bed6755f2bbbd
Boyfriend,Dove Cameron,2022,2,11,496311364,35,23,61,23,19,6,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2022,2,11,146789379,53,31,31,92,28,3,https://i.scdn.co/image/ab67616d0000b27389aff4625958eac8d16535c7
The Next Episode,"Dr. Dre, Snoop Dogg",1999,1,1,843309044,92,31,89,3,8,25,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5
Light Switch,Charlie Puth,2022,1,19,500340342,69,91,63,11,9,31,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",2022,2,11,107255472,47,50,80,10,32,38,
Brividi,"Mahmood, Blanco",2022,2,2,135079152,52,44,60,40,26,3,https://i.scdn.co/image/ab67616d0000b27340c172c54696d8e6028c019f
Lost,Frank Ocean,2012,1,1,822239726,91,49,61,3,17,22,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5
In Da Club,50 Cent,2002,1,1,1202722675,90,79,71,26,7,37,https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf
she's all i wanna be,Tate McRae,2022,2,4,343197054,61,65,64,1,12,4,https://i.scdn.co/image/ab67616d0000b273f7108342ef45a402af8206b2
Ginseng Strip 2002,Yung Lean,2013,8,16,240769997,60,37,71,8,48,4,https://i.scdn.co/image/ab67616d0000b273581915272a4ffd12551c0202
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2019,8,4,426204830,37,17,67,2,34,9,https://i.scdn.co/image/ab67616d0000b27325c4bac75a46caa3e645896a
Notion,The Rare Occasions,2016,8,5,421135627,31,30,88,7,8,8,https://i.scdn.co/image/ab67616d0000b273598721fc8c9dde3f65a73a08
Formula,Labrinth,2019,10,4,554875730,57,23,66,4,15,4,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867
Mount Everest,Labrinth,2019,6,21,467727006,46,43,43,23,8,22,https://i.scdn.co/image/ab67616d0000b273e4c03429788f0aff263a5fc6
Excuses,"Intense, AP Dhillon, Gurinder Gill",2020,7,24,327498031,84,49,72,8,15,8,
Cigarettes,Juice WRLD,2021,12,10,185408548,60,47,62,3,38,4,https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7
"Cay   La Noche (feat. Cruz Cafun  , Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafun  , B  jo, Abhir Hathi",2022,1,14,245400167,67,74,75,44,7,30,
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",1995,12,28,579395142,77,76,84,3,38,4,
Forgot About Dre,"Eminem, Dr. Dre",1999,1,1,675039469,93,61,74,9,17,8,
Down Under (feat. Colin Hay),"Luude, Colin Hay",2021,11,19,252871192,31,4,86,1,28,17,https://i.scdn.co/image/ab67616d0000b273aad205f4a52b5c988d86c25f
Mujeriego,Ryan Castro,2021,12,17,231996128,76,92,62,6,8,13,https://i.scdn.co/image/ab67616d0000b2730193b30d2ad5ecd9ac3f26aa
HUMBLE.,Kendrick Lamar,2017,3,30,1929770265,91,42,60,0,9,12,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699
Stan,"Eminem, Dido",1999,11,21,918915401,78,53,74,4,45,21,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42
Contection,"GODZZ__-, Zakaria",2020,1,16,1180896317,81,83,75,14,29,34,https://i.scdn.co/image/ab67616d0000b273ad8bb5ba784c5a5e940efa45
Swim,Chase Atlantic,2017,10,4,498960285,67,8,54,27,8,4,https://i.scdn.co/image/ab67616d0000b2735a0c2870f4f309e382d1fad6
A Tu Merced,Bad Bunny,2020,2,29,685071800,86,89,79,17,11,6,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0
Numb Little Bug,Em Beihold,2022,1,28,258714692,74,61,52,30,26,9,https://i.scdn.co/image/ab67616d0000b27345dbb36f987c184145d37a1b
212,"Mainstreet, Chefin",2022,1,15,143139338,79,86,52,66,9,7,
Problem ,"Alvaro Diaz, Rauw Alejandro",2021,10,22,209768491,73,37,74,28,14,6,https://i.scdn.co/image/ab67616d0000b2734385062efd655ededc0d2caa
Bussin,"Nicki Minaj, Lil Baby",2022,2,11,64714573,89,75,70,6,13,5,https://i.scdn.co/image/ab67616d0000b2738c10ac7c3a733632833c3d88
Worst Day,Future,2022,2,11,50746620,65,60,60,11,10,40,https://i.scdn.co/image/ab67616d0000b2737e83b7d94b668d9ea94fe7ec
Malvada,Z   Fe,2022,1,28,154119539,89,89,86,16,8,5,https://i.scdn.co/image/ab67616d0000b2731c9b6c99ea2cccf714dd61f1
Hrs and Hrs,Muni Long,2021,11,19,181328253,51,66,53,60,11,18,https://i.scdn.co/image/ab67616d0000b273d424d6448da5d51e00f6fda7
Alien Blues,Vundabar,2015,7,24,370068639,47,44,76,8,9,3,https://i.scdn.co/image/ab67616d0000b273578b0e6109b76bad0821ca71
Thinking Out Loud,Ed Sheeran,2014,1,1,2280566092,78,58,45,47,18,3,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd
Still Don't Know My Name,Labrinth,2019,10,4,563902868,31,31,63,47,21,12,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867
Christmas Tree,V,2021,12,24,317622165,44,18,38,70,12,4,https://i.scdn.co/image/ab67616d0000b2738764ebc69bd91a01cc3948a2
Mal Feito - Ao Vivo,"Mar  lia Mendon  a, Hugo & G",2022,1,14,291709698,73,68,83,55,90,7,
When I R.I.P.,Labrinth,2019,10,4,203680270,39,45,55,73,9,21,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2022,2,4,81350745,84,54,51,47,12,40,https://i.scdn.co/image/ab67616d0000b2737df334f26d1e55dfba843463
Forever,Labrinth,2019,10,4,282883169,56,19,46,92,11,3,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867
Gospel (with Eminem),"Eminem, Dr. Dre",2022,2,4,64787943,92,62,86,11,24,24,
Se  o,"Shawn Mendes, Camila Cabello",2019,6,19,2484812918,76,77,52,4,8,3,https://i.scdn.co/image/ab67616d0000b2734cc4bf0a3d46366168009d70
NEW MAGIC WAND,"Tyler, The Creator",2019,5,16,461437791,62,46,73,10,67,11,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57
Adore You,Harry Styles,2019,12,6,1439191367,68,57,77,2,10,5,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
La Santa,"Daddy Yankee, Bad Bunny",2020,2,29,759208783,74,59,87,3,8,5,
Something In The Way - Remastered 2021,Nirvana,1991,9,24,368646862,44,8,20,74,11,3,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2022,3,11,299634472,81,68,63,17,10,22,
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2022,3,4,756907987,76,96,70,18,33,4,https://i.scdn.co/image/ab67616d0000b273364ef5f9057092741f667fea
Una Noche en Medell ,Cris Mj,2022,1,21,682475162,87,82,53,10,5,8,https://i.scdn.co/image/ab67616d0000b273be60f176970cdde893632dd8
Envolver,Anitta,2021,11,11,546191065,81,40,73,15,9,8,https://i.scdn.co/image/ab67616d0000b27332f29a61d5e3c3bb3c7ae510
Starlight,Dave,2022,3,3,229473310,95,36,37,35,10,28,https://i.scdn.co/image/ab67616d0000b27320ce6b27651688ee8969cb2e
Hati-Hati di Jalan,Tulus,2022,3,3,202677468,64,76,44,70,12,4,https://i.scdn.co/image/ab67616d0000b273b55d26c578e30129b0a7e86e
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,2022,2,4,121913181,28,26,20,19,30,3,
DAN  A,"Mc Pedrinho, Pedro Sampaio",2022,2,1,208166039,78,55,57,4,10,8,https://i.scdn.co/image/ab67616d0000b273016a9eaffa7dc92c4fab6909
Yo Voy (feat. Daddy Yankee),Zion & Lennox,2004,5,4,527033089,81,56,70,4,5,24,https://i.scdn.co/image/ab67616d0000b27387d3146807ad53b05a7daaac
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2022,3,3,94616487,59,70,74,56,11,40,
Jordan,Ryan Castro,2021,4,30,394030335,80,71,68,6,10,37,https://i.scdn.co/image/ab67616d0000b27382102cabb8e9ae044fc3db62
Nail Tech,Jack Harlow,2022,2,18,193443895,65,11,58,0,12,9,https://i.scdn.co/image/ab67616d0000b273ddd85c9c585e663fc5431c2a
Chale,Eden Mu ,2022,2,18,299648208,55,86,44,40,7,4,https://i.scdn.co/image/ab67616d0000b273537de4a19f2352747a36172e
DARARI,Treasure,2022,2,15,182978249,72,55,64,49,7,4,https://i.scdn.co/image/ab67616d0000b27328be5dc3cc0bd6f2482c1d56
Ya No Somos Ni Seremos,Christian Nodal,2022,2,18,319757142,59,73,45,44,34,3,https://i.scdn.co/image/ab67616d0000b27365006bd1837710248501315c
Thinking with My Dick,"Kevin Gates, Juicy J",2013,7,16,109091573,77,68,70,6,17,20,https://i.scdn.co/image/ab67616d0000b273648c824765ffe493d9947b62
Freaky Deaky,"Tyga, Doja Cat",2022,2,25,153240879,80,24,65,2,9,4,https://i.scdn.co/image/ab67616d0000b2739d272936b9368c8d7fd2e6ef
this is what falling in love feels like,JVKE,2021,9,3,346127840,42,33,44,62,8,6,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954
La Zona,Bad Bunny,2020,2,29,312622938,76,81,80,20,25,4,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0
Bohemian Rhapsody - Remastered 2011,Queen,1975,10,31,2197010679,41,23,40,27,30,5,https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a
Hope,XXXTENTACION,2018,3,16,1200808494,59,23,46,66,15,6,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c
Levitating,Dua Lipa,2020,3,27,797196073,69,90,88,5,29,8,https://i.scdn.co/image/ab67616d0000b2732172b607853fa89cefa2beb4
Wake Me Up - Radio Edit,Avicii,2013,1,1,1970673297,53,66,78,0,16,5,https://i.scdn.co/image/ab67616d0000b2731da4757b2c965fd3bbfa551b
"jealousy, jealousy",Olivia Rodrigo,2021,5,21,665765558,70,71,58,24,7,13,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
Mon  y so,YEAT,2021,9,10,263779030,69,35,57,12,10,9,https://i.scdn.co/image/ab67616d0000b2737f18c4658caa4a3d47f2d978
Demasiadas Mujeres,C. Tangana,2020,10,8,339473453,67,37,46,13,10,39,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3
Something Just Like This,"The Chainsmokers, Coldplay",2017,2,22,2204080728,61,47,65,3,17,4,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94
Closer,"The Chainsmokers, Halsey",2016,5,31,2591224264,75,64,52,41,11,3,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453
O.O,NMIXX,2022,2,22,135444283,39,28,77,4,6,29,https://i.scdn.co/image/ab67616d0000b27386ca91e718866f411c01db5e
Somebody That I Used To Know,"Gotye, Kimbra",2011,1,1,1457139296,86,75,52,54,10,4,https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed
